GAME_ID,TEAM_NAME,OFF_RATING,DEF_RATING,NET_RATING,TS_PCT,POSS,PIE
0021200210,Magic,93.7,115.8,-22.1,0.452,95,0.347
0021200211,Celtics,89.2,103.3,-14.0,0.485,93,0.424
0021200211,Nets,103.3,89.2,14.0,0.501,92,0.576
0021200212,Bobcats,101.1,105.6,-4.5,0.528,90,0.452
0021200212,Hawks,105.6,101.1,4.5,0.487,89,0.548
0021200213,Suns,81.9,124.5,-42.6,0.424,94,0.197
0021200213,Pistons,124.5,81.9,42.6,0.64,94,0.803
0021200214,Mavericks,84.8,111.0,-26.2,0.434,92,0.291
0021200214,Bulls,111.0,84.8,26.2,0.605,91,0.709
0021200215,Knicks,109.7,95.7,14.0,0.607,93,0.543
0021200215,Bucks,95.7,109.7,-14.0,0.542,92,0.457
0021200216,Raptors,91.1,114.4,-23.3,0.485,90,0.251
0021200216,Grizzlies,114.4,91.1,23.3,0.558,90,0.749
0021200217,Jazz,105.5,92.3,13.2,0.602,91,0.664
0021200217,Hornets,92.3,105.5,-13.2,0.511,91,0.336
0021200218,Thunder,126.3,103.2,23.2,0.621,95,0.643
0021200218,Rockets,103.2,126.3,-23.2,0.489,95,0.357
0021200219,Timberwolves,104.4,109.8,-5.4,0.488,91,0.393
0021200219,Clippers,109.8,104.4,5.4,0.546,92,0.607
0021200220,Spurs,104.2,109.4,-5.2,0.552,96,0.443
0021200220,Heat,109.4,104.2,5.2,0.556,96,0.557
0021200221,Warriors,108.2,108.2,-0.1,0.578,98,0.519
0021200221,Nuggets,108.2,108.2,0.1,0.555,97,0.481
0021200222,Raptors,109.8,104.3,5.5,0.557,92,0.492
0021200222,Suns,104.3,109.8,-5.5,0.568,93,0.508
0021200223,76ers,116.9,111.4,5.5,0.575,89,0.513
0021200223,Bobcats,111.4,116.9,-5.5,0.539,88,0.487
0021200224,Magic,101.2,115.3,-14.1,0.498,85,0.433
0021200224,Nets,115.3,101.2,14.1,0.552,85,0.567
0021200225,Trail Blazers,84.8,102.1,-17.3,0.457,92,0.326
0021200225,Celtics,102.1,84.8,17.3,0.587,94,0.674
0021200226,Wizards,97.8,120.0,-22.2,0.499,89,0.367
0021200226,Knicks,120.0,97.8,22.2,0.616,90,0.633
0021200227,Cavaliers,122.8,118.1,4.7,0.597,92,0.5
0021200227,Hawks,118.1,122.8,-4.7,0.603,94,0.5
0021200228,Grizzlies,98.9,84.8,14.1,0.478,91,0.561
0021200228,Pistons,84.8,98.9,-14.1,0.483,92,0.439
0021200229,Jazz,100.0,111.6,-11.6,0.483,94,0.398
0021200229,Thunder,111.6,100.0,11.6,0.592,95,0.602
0021200230,Timberwolves,97.9,87.6,10.3,0.48,97,0.572
0021200230,Bucks,87.6,97.9,-10.3,0.425,97,0.428
0021200231,Kings,104.5,107.8,-3.2,0.535,88,0.457
0021200231,Pacers,107.8,104.5,3.2,0.519,90,0.543
0021200232,Lakers,128.4,107.3,21.1,0.646,95,0.618
0021200232,Nuggets,107.3,128.4,-21.1,0.538,96,0.382
0021200233,Heat,114.6,100.0,14.6,0.591,89,0.605
0021200233,Nets,100.0,114.6,-14.6,0.512,89,0.395
0021200234,Trail Blazers,111.3,111.4,-0.1,0.571,106,0.51
0021200234,Cavaliers,111.4,111.3,0.1,0.538,105,0.49
0021200235,76ers,97.8,103.3,-5.6,0.489,90,0.425
0021200235,Bulls,103.3,97.8,5.6,0.515,90,0.575
0021200236,Thunder,111.1,88.8,22.3,0.578,90,0.661
0021200236,Hornets,88.8,111.1,-22.3,0.444,89,0.339
0021200237,Jazz,117.2,124.0,-6.8,0.587,99,0.451
0021200237,Rockets,124.0,117.2,6.8,0.657,100,0.549
0021200238,Bucks,97.8,94.6,3.2,0.518,93,0.523
0021200238,Celtics,94.6,97.8,-3.2,0.492,93,0.477
0021200239,Spurs,95.2,90.5,4.7,0.497,104,0.545
0021200239,Grizzlies,90.5,95.2,-4.7,0.437,105,0.455
0021200240,Pistons,81.9,97.9,-16.0,0.414,94,0.399
0021200240,Mavericks,97.9,81.9,16.0,0.477,94,0.601
0021200241,Kings,89.0,128.9,-39.9,0.483,91,0.299
0021200241,Clippers,128.9,89.0,39.9,0.623,90,0.701
0021200242,Pacers,98.9,112.0,-13.0,0.556,93,0.467
0021200242,Warriors,112.0,98.9,13.0,0.583,92,0.533
0021200243,Suns,110.0,116.5,-6.5,0.56,90,0.443
0021200243,Knicks,116.5,110.0,6.5,0.544,91,0.557
0021200244,Magic,110.8,101.0,9.8,0.596,102,0.595
0021200244,Lakers,101.0,110.8,-9.8,0.499,102,0.405
0021200245,Trail Blazers,112.4,107.7,4.7,0.57,105,0.526
0021200245,Bobcats,107.7,112.4,-4.7,0.573,104,0.474
0021200246,Pistons,100.0,88.8,11.2,0.482,89,0.614
0021200246,Cavaliers,88.8,100.0,-11.2,0.385,89,0.386
0021200247,Hornets,124.4,98.8,25.6,0.587,82,0.648
0021200247,Bucks,98.8,124.4,-25.6,0.47,82,0.352
0021200248,Raptors,110.0,114.1,-4.1,0.583,100,0.464
0021200248,Nuggets,114.1,110.0,4.1,0.544,99,0.536
0021200249,Jazz,114.3,116.7,-2.4,0.645,91,0.525
0021200249,Clippers,116.7,114.3,2.4,0.527,90,0.475
0021200250,Magic,109.7,102.2,7.5,0.515,93,0.549
0021200250,Warriors,102.2,109.7,-7.5,0.529,92,0.451
0021200251,76ers,93.6,111.7,-18.1,0.473,94,0.395
0021200251,Timberwolves,111.7,93.6,18.1,0.621,94,0.605
0021200252,Wizards,110.5,105.2,5.3,0.572,95,0.559
0021200252,Heat,105.2,110.5,-5.3,0.526,96,0.441
0021200253,Thunder,127.2,119.4,7.8,0.723,92,0.594
0021200253,Nets,119.4,127.2,-7.8,0.549,93,0.406
0021200254,Pacers,94.1,88.4,5.7,0.435,85,0.523
0021200254,Bulls,88.4,94.1,-5.7,0.465,86,0.477
0021200255,Suns,100.0,108.0,-8.0,0.534,98,0.442
0021200255,Grizzlies,108.0,100.0,8.0,0.547,100,0.558
0021200256,Lakers,106.1,107.0,-0.9,0.536,99,0.529
0021200256,Rockets,107.0,106.1,0.9,0.467,100,0.471
0021200257,Knicks,112.4,107.7,4.7,0.512,89,0.462
0021200257,Bobcats,107.7,112.4,-4.7,0.547,91,0.538
0021200258,Trail Blazers,103.4,111.2,-7.9,0.519,89,0.432
0021200258,Pacers,111.2,103.4,7.9,0.56,89,0.568
0021200259,Timberwolves,94.9,104.0,-9.1,0.484,99,0.409
0021200259,Celtics,104.0,94.9,9.1,0.581,100,0.591
0021200260,Nuggets,108.3,111.3,-3.0,0.578,96,0.468
0021200260,Hawks,111.3,108.3,3.0,0.522,97,0.532
0021200261,Warriors,113.0,105.4,7.6,0.578,92,0.583
0021200261,Pistons,105.4,113.0,-7.6,0.524,92,0.417
0021200262,Cavaliers,93.4,106.7,-13.3,0.443,91,0.394
0021200262,Bulls,106.7,93.4,13.3,0.566,89,0.606
0021200263,Hornets,96.7,115.7,-19.1,0.468,90,0.371
0021200263,Lakers,115.7,96.7,19.1,0.574,89,0.629
0021200264,Spurs,110.0,98.0,12.0,0.565,100,0.561
0021200264,Bucks,98.0,110.0,-12.0,0.512,101,0.439
0021200265,Jazz,95.6,89.0,6.6,0.489,91,0.565
0021200265,Magic,89.0,95.6,-6.6,0.479,91,0.435
0021200266,Raptors,102.0,109.2,-7.1,0.509,98,0.479
0021200266,Kings,109.2,102.0,7.1,0.552,98,0.521
0021200267,Clippers,107.7,86.5,21.2,0.564,104,0.652
0021200267,Mavericks,86.5,107.7,-21.2,0.487,104,0.348
0021200268,Knicks,119.1,95.8,23.3,0.564,94,0.581
0021200268,Heat,95.8,119.1,-23.3,0.521,96,0.419
0021200269,Suns,100.0,102.1,-2.1,0.49,94,0.486
0021200269,Mavericks,102.1,100.0,2.1,0.548,95,0.514
0021200270,76ers,95.0,91.3,3.7,0.43,100,0.459
0021200270,Celtics,91.3,95.0,-3.7,0.511,103,0.541
0021200271,Pacers,97.8,101.1,-3.3,0.53,91,0.477
0021200271,Nuggets,101.1,97.8,3.3,0.485,91,0.523
0021200272,Warriors,119.8,112.1,7.7,0.577,91,0.546
0021200272,Nets,112.1,119.8,-7.7,0.525,91,0.454
0021200273,Wizards,103.3,111.8,-8.6,0.541,92,0.463
0021200273,Hawks,111.8,103.3,8.6,0.557,93,0.537
0021200274,Pistons,119.5,124.1,-4.6,0.622,87,0.447
0021200274,Bulls,124.1,119.5,4.6,0.592,87,0.553
0021200275,Hornets,100.0,106.7,-6.7,0.554,89,0.454
0021200275,Grizzlies,106.7,100.0,6.7,0.588,90,0.546
0021200276,Timberwolves,93.8,75.3,18.6,0.533,97,0.709
0021200276,Cavaliers,75.3,93.8,-18.6,0.401,97,0.291
0021200277,Bucks,114.9,100.0,14.9,0.5,94,0.592
0021200277,Bobcats,100.0,114.9,-14.9,0.489,93,0.408
0021200278,Spurs,107.5,87.6,19.9,0.615,106,0.676
0021200278,Rockets,87.6,107.5,-19.9,0.467,105,0.324
0021200279,Jazz,131.0,99.0,32.0,0.616,100,0.689
0021200279,Raptors,99.0,131.0,-32.0,0.518,100,0.311
0021200280,Thunder,117.5,112.5,5.0,0.592,97,0.518
0021200280,Lakers,112.5,117.5,-5.0,0.553,96,0.482
0021200281,Kings,91.9,82.8,9.1,0.498,99,0.619
0021200281,Magic,82.8,91.9,-9.1,0.459,99,0.381
0021200282,Suns,104.2,124.5,-20.3,0.57,95,0.412
0021200282,Clippers,124.5,104.2,20.3,0.565,94,0.588
0021200283,Wizards,98.0,101.0,-3.0,0.499,99,0.458
0021200283,Warriors,101.0,98.0,3.0,0.544,100,0.542
0021200284,Spurs,136.1,106.3,29.8,0.683,97,0.653
0021200284,Bobcats,106.3,136.1,-29.8,0.551,96,0.347
0021200285,76ers,96.3,115.0,-18.7,0.459,82,0.389
0021200285,Celtics,115.0,96.3,18.7,0.573,80,0.611
0021200286,Hornets,95.7,115.2,-19.5,0.538,94,0.34
0021200286,Heat,115.2,95.7,19.5,0.666,92,0.66
0021200287,Pistons,122.4,111.5,10.9,0.581,85,0.562
0021200287,Cavaliers,111.5,122.4,-10.9,0.492,87,0.438
0021200288,Knicks,89.5,98.9,-9.5,0.441,95,0.381
0021200288,Bulls,98.9,89.5,9.5,0.541,94,0.619
0021200289,Grizzlies,93.3,103.3,-10.1,0.489,89,0.418
0021200289,Hawks,103.3,93.3,10.1,0.528,90,0.582
0021200290,Rockets,106.9,113.7,-6.9,0.614,102,0.485
0021200290,Mavericks,113.7,106.9,6.9,0.569,102,0.515
0021200291,Kings,107.6,86.0,21.6,0.517,92,0.648
0021200291,Trail Blazers,86.0,107.6,-21.6,0.482,93,0.352
0021200292,Raptors,96.5,118.6,-22.1,0.491,86,0.374
0021200292,Clippers,118.6,96.5,22.1,0.543,86,0.626
0021200293,Bucks,101.0,91.7,9.4,0.576,96,0.564
0021200293,Nets,91.7,101.0,-9.4,0.494,96,0.436
0021200294,Thunder,120.9,108.1,12.8,0.583,86,0.573
0021200294,Pacers,108.1,120.9,-12.8,0.53,86,0.427
0021200295,Knicks,116.7,112.8,3.9,0.548,96,0.48
0021200295,Nuggets,112.8,116.7,-3.9,0.625,94,0.52
0021200296,Suns,95.7,104.3,-8.5,0.524,94,0.396
0021200296,Magic,104.3,95.7,8.5,0.577,94,0.604
0021200297,Jazz,131.5,123.6,7.9,0.617,89,0.542
0021200297,Lakers,123.6,131.5,-7.9,0.592,89,0.458
0021200298,76ers,114.3,105.4,8.9,0.564,91,0.563
0021200298,Pistons,105.4,114.3,-8.9,0.508,92,0.437
0021200299,Warriors,106.1,99.0,7.2,0.552,98,0.584
0021200299,Bobcats,99.0,106.1,-7.2,0.494,97,0.416
0021200300,Heat,111.0,102.2,8.8,0.659,91,0.578
0021200300,Hawks,102.2,111.0,-8.8,0.549,90,0.422
0021200301,Spurs,116.5,111.5,5.0,0.648,115,0.571
0021200301,Rockets,111.5,116.5,-5.0,0.558,113,0.429
0021200302,Kings,100.0,124.0,-24.0,0.527,96,0.362
0021200302,Mavericks,124.0,100.0,24.0,0.618,96,0.638
0021200303,Raptors,82.2,101.1,-18.9,0.444,90,0.385
0021200303,Trail Blazers,101.1,82.2,18.9,0.466,91,0.615
0021200304,Knicks,119.0,114.1,4.9,0.582,84,0.479
0021200304,Nets,114.1,119.0,-4.9,0.604,85,0.521
0021200305,Lakers,94.0,102.0,-8.0,0.508,100,0.444
0021200305,Cavaliers,102.0,94.0,8.0,0.524,98,0.556
0021200306,Pistons,98.9,105.2,-6.3,0.497,95,0.431
0021200306,Nuggets,105.2,98.9,6.3,0.532,96,0.569
0021200307,Wizards,82.8,76.1,6.7,0.418,93,0.533
0021200307,Hornets,76.1,82.8,-6.7,0.39,92,0.467
0021200308,Clippers,103.3,96.7,6.6,0.522,91,0.522
0021200308,Bulls,96.7,103.3,-6.6,0.482,92,0.478
0021200309,Raptors,100.0,106.8,-6.8,0.533,88,0.463
0021200309,Nets,106.8,100.0,6.8,0.592,88,0.537
0021200310,Magic,88.9,94.5,-5.6,0.466,90,0.438
0021200310,Hawks,94.5,88.9,5.6,0.494,91,0.562
0021200311,Pacers,105.5,89.0,16.5,0.504,91,0.66
0021200311,Cavaliers,89.0,105.5,-16.5,0.44,91,0.34
0021200312,76ers,97.8,106.7,-8.9,0.464,91,0.404
0021200312,Bulls,106.7,97.8,8.9,0.537,90,0.596
0021200313,Clippers,111.1,104.4,6.7,0.521,90,0.582
0021200313,Bobcats,104.4,111.1,-6.7,0.508,90,0.418
0021200314,Heat,100.0,103.2,-3.2,0.548,95,0.472
0021200314,Warriors,103.2,100.0,3.2,0.55,94,0.528
0021200315,Mavericks,99.1,99.2,0.0,0.578,116,0.49
0021200315,Celtics,99.2,99.1,0.0,0.517,118,0.51
0021200316,Kings,91.4,104.3,-12.9,0.446,93,0.387
0021200316,Bucks,104.3,91.4,12.9,0.46,94,0.613
0021200317,Wizards,93.0,99.0,-6.0,0.475,100,0.469
0021200317,Rockets,99.0,93.0,6.0,0.555,100,0.531
0021200318,Thunder,105.7,100.0,5.7,0.541,87,0.569
0021200318,Hornets,100.0,105.7,-5.7,0.489,88,0.431
0021200319,Timberwolves,108.0,105.0,3.0,0.523,100,0.542
0021200319,Nuggets,105.0,108.0,-3.0,0.561,100,0.458
0021200320,Suns,97.6,94.1,3.5,0.437,84,0.487
0021200320,Grizzlies,94.1,97.6,-3.5,0.511,85,0.513
0021200321,Jazz,105.3,102.1,3.2,0.546,94,0.517
0021200321,Spurs,102.1,105.3,-3.2,0.506,94,0.483
0021200322,Bobcats,100.0,122.8,-22.8,0.513,90,0.353
0021200322,Hawks,122.8,100.0,22.8,0.664,92,0.647
0021200323,Knicks,123.4,113.8,9.6,0.629,94,0.591
0021200323,Lakers,113.8,123.4,-9.6,0.553,94,0.409
0021200324,Spurs,93.8,101.0,-7.3,0.542,96,0.492
0021200324,Trail Blazers,101.0,93.8,7.3,0.525,97,0.508
0021200325,Raptors,109.2,84.1,25.1,0.507,87,0.611
0021200325,Mavericks,84.1,109.2,-25.1,0.468,88,0.389
0021200326,Wizards,101.1,106.3,-5.2,0.523,95,0.452
0021200326,Lakers,106.3,101.1,5.2,0.541,96,0.548
0021200327,76ers,94.4,104.4,-10.0,0.483,90,0.451
0021200327,Pacers,104.4,94.4,10.0,0.534,91,0.549
0021200328,Pistons,106.1,105.9,0.1,0.475,99,0.473
0021200328,Nets,105.9,106.1,-0.1,0.535,101,0.527
0021200329,Bucks,92.8,89.6,3.2,0.474,97,0.553
0021200329,Cavaliers,89.6,92.8,-3.2,0.493,96,0.447
0021200330,Magic,106.5,91.4,15.1,0.545,93,0.622
0021200330,Warriors,91.4,106.5,-15.1,0.439,93,0.378
0021200331,Hornets,115.9,128.4,-12.5,0.619,88,0.45
0021200331,Timberwolves,128.4,115.9,12.5,0.592,88,0.55
0021200332,Rockets,104.1,91.8,12.4,0.586,97,0.549
0021200332,Celtics,91.8,104.1,-12.4,0.481,97,0.451
0021200333,Kings,109.6,121.5,-11.9,0.581,94,0.437
0021200333,Thunder,121.5,109.6,11.9,0.61,93,0.563
0021200334,Jazz,92.3,108.8,-16.5,0.46,91,0.424
0021200334,Suns,108.8,92.3,16.5,0.534,91,0.576
0021200335,Grizzlies,103.3,110.0,-6.7,0.478,91,0.416
0021200335,Nuggets,110.0,103.3,6.7,0.615,90,0.584
0021200336,Magic,116.3,106.5,9.8,0.612,92,0.564
0021200336,Bobcats,106.5,116.3,-9.8,0.54,92,0.436
0021200337,Warriors,113.9,93.0,20.9,0.561,101,0.624
0021200337,Hawks,93.0,113.9,-20.9,0.466,100,0.376
0021200338,Knicks,113.2,112.1,1.1,0.541,91,0.523
0021200338,Cavaliers,112.1,113.2,-1.1,0.57,91,0.477
0021200339,Wizards,79.1,112.1,-33.0,0.458,91,0.298
0021200339,Heat,112.1,79.1,33.0,0.578,91,0.702
0021200340,Pacers,102.3,90.6,11.7,0.557,86,0.613
0021200340,Pistons,90.6,102.3,-11.7,0.43,85,0.387
0021200341,Bulls,96.5,95.3,1.2,0.498,86,0.549
0021200341,Nets,95.3,96.5,-1.2,0.484,86,0.451
0021200342,Timberwolves,108.6,101.9,6.6,0.527,105,0.565
0021200342,Mavericks,101.9,108.6,-6.6,0.558,104,0.435
0021200343,Bucks,92.4,123.3,-30.9,0.452,92,0.278
0021200343,Clippers,123.3,92.4,30.9,0.6,90,0.722
0021200344,Spurs,114.4,98.9,15.6,0.573,90,0.61
0021200344,Celtics,98.9,114.4,-15.6,0.521,89,0.39
0021200345,Jazz,95.6,110.0,-14.4,0.509,90,0.428
0021200345,Grizzlies,110.0,95.6,14.4,0.518,90,0.572
0021200346,Raptors,109.6,101.1,8.5,0.549,94,0.592
0021200346,Rockets,101.1,109.6,-8.5,0.521,95,0.408
0021200347,76ers,105.4,120.7,-15.3,0.558,93,0.415
0021200347,Lakers,120.7,105.4,15.3,0.613,92,0.585
0021200348,Kings,104.3,131.2,-26.9,0.458,93,0.316
0021200348,Nuggets,131.2,104.3,26.9,0.624,93,0.684
0021200349,Trail Blazers,115.9,116.0,-0.2,0.557,82,0.548
0021200349,Hornets,116.0,115.9,0.2,0.543,81,0.452
0021200350,Magic,104.1,96.9,7.2,0.596,98,0.606
0021200350,Timberwolves,96.9,104.1,-7.2,0.459,96,0.394
0021200351,Knicks,96.0,107.9,-11.9,0.495,100,0.386
0021200351,Rockets,107.9,96.0,11.9,0.615,101,0.614
0021200352,Clippers,102.3,88.4,14.0,0.515,86,0.644
0021200352,Pistons,88.4,102.3,-14.0,0.479,86,0.356
0021200353,Grizzlies,88.9,79.8,9.1,0.453,90,0.586
0021200353,Bulls,79.8,88.9,-9.1,0.424,89,0.414
0021200354,Spurs,97.9,110.3,-12.4,0.527,95,0.427
0021200354,Thunder,110.3,97.9,12.4,0.545,97,0.573
0021200355,Kings,97.8,107.4,-9.6,0.481,92,0.389
0021200355,Suns,107.4,97.8,9.6,0.551,94,0.611
0021200356,Wizards,93.1,98.0,-4.9,0.454,102,0.463
0021200356,Hawks,98.0,93.1,4.9,0.538,102,0.537
0021200357,Raptors,129.9,115.1,14.8,0.65,87,0.588
0021200357,Cavaliers,115.1,129.9,-14.8,0.595,86,0.412
0021200358,Jazz,105.7,103.4,2.3,0.511,87,0.534
0021200358,Nets,103.4,105.7,-2.3,0.519,87,0.466
0021200359,Timberwolves,102.2,114.4,-12.2,0.487,90,0.404
0021200359,Heat,114.4,102.2,12.2,0.591,90,0.596
0021200360,Bulls,116.3,103.5,12.8,0.591,86,0.614
0021200360,Celtics,103.5,116.3,-12.8,0.498,86,0.386
0021200361,Bucks,100.0,96.9,3.1,0.503,98,0.502
0021200361,Pacers,96.9,100.0,-3.1,0.49,96,0.498
0021200362,76ers,109.9,117.6,-7.7,0.54,91,0.416
0021200362,Mavericks,117.6,109.9,7.7,0.631,91,0.584
0021200363,Spurs,99.1,103.7,-4.6,0.515,107,0.459
0021200363,Nuggets,103.7,99.1,4.6,0.531,108,0.541
0021200364,Lakers,109.8,106.4,3.4,0.506,92,0.526
0021200364,Bobcats,106.4,109.8,-3.4,0.478,94,0.474
0021200365,Hornets,105.5,113.2,-7.7,0.582,91,0.463
0021200365,Warriors,113.2,105.5,7.7,0.554,91,0.537
0021200366,Raptors,124.4,115.2,9.2,0.594,78,0.627
0021200366,Pistons,115.2,124.4,-9.2,0.468,79,0.373
0021200367,Knicks,117.6,102.4,15.3,0.553,85,0.588
0021200367,Nets,102.4,117.6,-15.3,0.525,84,0.413
0021200368,Wizards,92.2,98.9,-6.7,0.515,90,0.423
0021200368,Magic,98.9,92.2,6.7,0.509,91,0.577
0021200369,Jazz,87.5,108.3,-20.8,0.433,96,0.361
0021200369,Pacers,108.3,87.5,20.8,0.591,96,0.639
0021200370,Cavaliers,107.1,118.4,-11.3,0.468,85,0.343
0021200370,Celtics,118.4,107.1,11.3,0.697,87,0.657
0021200371,Thunder,106.4,97.9,8.5,0.539,94,0.585
0021200371,Hawks,97.9,106.4,-8.5,0.453,94,0.415
0021200372,76ers,110.8,131.6,-20.8,0.517,93,0.371
0021200372,Rockets,131.6,110.8,20.8,0.688,95,0.629
0021200373,Suns,130.1,113.0,17.1,0.673,93,0.574
0021200373,Bobcats,113.0,130.1,-17.1,0.543,92,0.426
0021200374,Bucks,83.3,94.7,-11.4,0.428,96,0.347
0021200374,Grizzlies,94.7,83.3,11.4,0.467,95,0.653
0021200375,Kings,128.4,123.3,5.1,0.627,102,0.545
0021200375,Warriors,123.3,128.4,-5.1,0.617,103,0.455
0021200376,Hornets,89.5,109.4,-19.9,0.455,86,0.318
0021200376,Clippers,109.4,89.5,19.9,0.565,85,0.682
0021200377,Thunder,98.9,104.2,-5.3,0.498,94,0.44
0021200377,Timberwolves,104.2,98.9,5.3,0.526,95,0.56
0021200378,Heat,111.1,97.9,13.2,0.64,99,0.615
0021200378,Mavericks,97.9,111.1,-13.2,0.451,97,0.385
0021200379,Trail Blazers,101.0,92.1,8.9,0.488,100,0.522
0021200379,Nuggets,92.1,101.0,-8.9,0.428,101,0.478
0021200380,Raptors,102.2,98.9,3.3,0.515,91,0.471
0021200380,Magic,98.9,102.2,-3.3,0.574,91,0.529
0021200381,76ers,112.5,93.0,19.5,0.556,88,0.662
0021200381,Hawks,93.0,112.5,-19.5,0.475,86,0.338
0021200382,Bucks,94.3,89.5,4.8,0.501,105,0.518
0021200382,Celtics,89.5,94.3,-4.8,0.457,105,0.482
0021200383,Knicks,108.2,112.2,-4.1,0.52,98,0.451
0021200383,Bulls,112.2,108.2,4.1,0.564,98,0.549
0021200384,Wizards,75.6,111.1,-35.6,0.375,90,0.274
0021200384,Pistons,111.1,75.6,35.6,0.504,90,0.726
0021200385,Pacers,103.1,92.7,10.4,0.544,96,0.604
0021200385,Cavaliers,92.7,103.1,-10.4,0.487,96,0.396
0021200386,Grizzlies,98.9,89.1,9.8,0.47,93,0.588
0021200386,Mavericks,89.1,98.9,-9.8,0.491,92,0.412
0021200387,Spurs,105.3,98.9,6.4,0.575,94,0.581
0021200387,Hornets,98.9,105.3,-6.4,0.505,95,0.419
0021200388,Kings,91.4,104.3,-12.9,0.494,93,0.354
0021200388,Clippers,104.3,91.4,12.9,0.497,93,0.646
0021200389,Warriors,126.4,109.9,16.5,0.625,91,0.623
0021200389,Bobcats,109.9,126.4,-16.5,0.474,91,0.377
0021200390,Wizards,92.6,100.0,-7.4,0.478,94,0.474
0021200390,Pistons,100.0,92.6,7.4,0.496,96,0.526
0021200391,Bulls,86.2,105.7,-19.5,0.472,87,0.374
0021200391,Hawks,105.7,86.2,19.5,0.565,87,0.626
0021200392,Jazz,95.7,111.7,-16.0,0.527,93,0.385
0021200392,Heat,111.7,95.7,16.0,0.635,94,0.615
0021200393,Hornets,92.6,100.0,-7.4,0.441,81,0.47
0021200393,Pacers,100.0,92.6,7.4,0.477,81,0.53
0021200394,Grizzlies,98.0,122.2,-24.3,0.564,98,0.392
0021200394,Rockets,122.2,98.0,24.3,0.647,99,0.608
0021200395,Bucks,88.2,100.0,-11.8,0.46,93,0.462
0021200395,Cavaliers,100.0,88.2,11.8,0.495,94,0.538
0021200396,Nuggets,114.6,91.7,22.9,0.558,96,0.632
0021200396,Bobcats,91.7,114.6,-22.9,0.439,96,0.368
0021200397,Trail Blazers,103.2,100.0,3.2,0.59,93,0.535
0021200397,Suns,100.0,103.2,-3.2,0.496,93,0.465
0021200398,Lakers,103.5,101.8,1.7,0.521,114,0.515
0021200398,Warriors,101.8,103.5,-1.7,0.525,113,0.485
0021200399,76ers,104.5,109.2,-4.6,0.498,88,0.457
0021200399,Nets,109.2,104.5,4.6,0.545,87,0.543
0021200400,Knicks,98.9,96.8,2.1,0.557,95,0.54
0021200400,Timberwolves,96.8,98.9,-2.1,0.495,94,0.46
0021200401,Jazz,109.0,102.2,6.8,0.516,89,0.488
0021200401,Magic,102.2,109.0,-6.8,0.563,91,0.512
0021200402,Spurs,127.7,89.2,38.5,0.698,101,0.667
0021200402,Mavericks,89.2,127.7,-38.5,0.524,102,0.333
0021200403,Suns,81.1,108.4,-27.4,0.425,95,0.3
0021200403,Clippers,108.4,81.1,27.4,0.615,95,0.7
0021200404,Kings,113.7,102.1,11.6,0.629,95,0.577
0021200404,Trail Blazers,102.1,113.7,-11.6,0.519,94,0.423
0021200405,Celtics,108.1,89.4,18.7,0.562,86,0.705
0021200405,Nets,89.4,108.1,-18.7,0.495,85,0.295
0021200406,Knicks,103.3,109.9,-6.6,0.489,91,0.428
0021200406,Lakers,109.9,103.3,6.6,0.552,91,0.572
0021200407,Thunder,105.4,110.8,-5.3,0.553,92,0.448
0021200407,Heat,110.8,105.4,5.3,0.583,93,0.552
0021200408,Rockets,126.3,103.2,23.1,0.648,95,0.627
0021200408,Bulls,103.2,126.3,-23.1,0.528,94,0.373
0021200409,Clippers,112.0,100.0,12.0,0.552,100,0.522
0021200409,Nuggets,100.0,112.0,-12.0,0.552,100,0.478
0021200410,Wizards,93.3,98.9,-5.5,0.511,90,0.527
0021200410,Cavaliers,98.9,93.3,5.5,0.472,88,0.473
0021200411,Heat,111.7,97.9,13.8,0.571,94,0.582
0021200411,Bobcats,97.9,111.7,-13.8,0.509,94,0.418
0021200412,Magic,111.9,114.1,-2.2,0.555,84,0.476
0021200412,Hornets,114.1,111.9,2.2,0.572,85,0.524
0021200413,Pacers,119.4,109.8,9.6,0.624,93,0.602
0021200413,Bulls,109.8,119.4,-9.6,0.517,92,0.398
0021200414,Pistons,105.3,111.5,-6.2,0.515,113,0.412
0021200414,Hawks,111.5,105.3,6.2,0.564,113,0.588
0021200415,Bucks,114.9,97.9,17.0,0.585,94,0.612
0021200415,Nets,97.9,114.9,-17.0,0.472,95,0.388
0021200416,76ers,110.0,101.1,8.9,0.61,90,0.607
0021200416,Grizzlies,101.1,110.0,-8.9,0.457,88,0.393
0021200417,Timberwolves,86.6,90.6,-4.0,0.459,97,0.519
0021200417,Rockets,90.6,86.6,4.0,0.497,96,0.481
0021200418,Raptors,88.9,111.1,-22.2,0.48,90,0.373
0021200418,Spurs,111.1,88.9,22.2,0.597,90,0.627
0021200419,Lakers,120.0,132.6,-12.6,0.593,95,0.44
0021200419,Nuggets,132.6,120.0,12.6,0.583,95,0.56
0021200420,Jazz,91.2,101.1,-9.9,0.448,91,0.391
0021200420,Warriors,101.1,91.2,9.9,0.518,93,0.609
0021200421,Suns,103.2,104.2,-1.0,0.539,94,0.504
0021200421,Knicks,104.2,103.2,1.0,0.526,95,0.496
0021200422,Kings,98.9,117.2,-18.3,0.489,92,0.405
0021200422,Trail Blazers,117.2,98.9,18.3,0.569,93,0.595
0021200423,Thunder,111.0,102.9,8.1,0.527,100,0.539
